Title,Price,Bedrooms,Bathrooms,Area,Location,Property_Type,URL,Page
"3 Bedrooms Chalet For Rent in Barka, Al Batinah",OMR70,3,2,350 Sq. M.,"Barka, Al Batinah",Other,https://www.bayut.om/en/property/details-129564379.html,14
"2 Bedroom Apartment For Rent in Sohar, Al Batinah",OMR100,2,2,45 Sq. M.,"Sohar, Al Batinah",Apartment,https://www.bayut.om/en/property/details-130234901.html,14
"4 Bedrooms Chalet For Rent in Barka, Al Batinah",OMR60,4,8,"5,000 Sq. M.","Barka, Al Batinah",Other,https://www.bayut.om/en/property/details-120405872.html,14
2 Bedrooms Apartment For Rent Muscat (The Wave (Almouj)),"OMR1,150",2,3,139 Sq. M.,N/A,Apartment,https://www.bayut.om/en/property/details-130089133.html,14
1 Bedroom Apartment For Rent Muscat (The Wave (Almouj)),OMR650,1,2,65 Sq. M.,N/A,Apartment,https://www.bayut.om/en/property/details-130089147.html,14
"2 Bedrooms Apartment For Rent Al Amarat, Muscat",OMR80,2,2,120 Sq. M.,"Al Amarat, Muscat",Apartment,https://www.bayut.om/en/property/details-129237495.html,14
"2 Bedrooms Apartment For Rent Al Ghubrah, Muscat",OMR700,2,2,109 Sq. M.,"Al Ghubrah, Muscat",Apartment,https://www.bayut.om/en/property/details-129848832.html,14
"1 Bedroom Apartment For Rent in Ruwi, Muscat",OMR200,1,2,59 Sq. M.,"Ruwi, Muscat",Apartment,https://www.bayut.om/en/property/details-129772660.html,14
"4 Bedrooms Villa For Rent in Madinat As Sultan Qaboos, Muscat",OMR950,4,5,300 Sq. M.,"Madinat As Sultan Qaboos, Muscat",Villa,https://www.bayut.om/en/property/details-129580296.html,15
"3 Bedrooms Apartment For Rent Al Hail, Muscat",OMR300,3,2,100 Sq. M.,"Al Hail, Muscat",Apartment,https://www.bayut.om/en/property/details-130307214.html,15
"4 Bedrooms Villa For Rent Madinat As Sultan Qaboos, Muscat",OMR800,4,5,300 Sq. M.,N/A,Villa,https://www.bayut.om/en/property/details-130039708.html,15
"5 Bedrooms Villa For Rent Al Amarat, Muscat",OMR490,5,7,363 Sq. M.,"Al Amarat, Muscat",Villa,https://www.bayut.om/en/property/details-112021376.html,15
"1 Bedroom Chalet For Rent Al Mudaibi, Al Sharqiya",OMR50,1,3,600 Sq. M.,"Al Mudaibi, Al Sharqiya",Other,https://www.bayut.om/en/property/details-128949110.html,15
"2 Bedroom Villa For Rent Al Mawaleh, Muscat",OMR320,2,3,123 Sq. M.,"Al Mawaleh, Muscat",Villa,https://www.bayut.om/en/property/details-129834812.html,15
"2 Bedrooms Chalet For Rent in Al Mudaibi, Al Sharqiya",OMR50,2,2,600 Sq. M.,"Al Mudaibi, Al Sharqiya",Other,https://www.bayut.om/en/property/details-130062827.html,15
"2 Bedrooms Apartment For Rent Bosher, Muscat",OMR215,2,2,100 Sq. M.,"Bosher, Muscat",Apartment,https://www.bayut.om/en/property/details-129012824.html,15
"5 Bedroom Villa For Rent in Madinat As Sultan Qaboos, Muscat",OMR700,5,5,300 Sq. M.,"Madinat As Sultan Qaboos, Muscat",Villa,https://www.bayut.om/en/property/details-130305275.html,15
"2 Bedrooms Apartment For Rent Mahdhah, Al Buraimi",OMR85,2,1,120 Sq. M.,"Mahdhah, Al Buraimi",Apartment,https://www.bayut.om/en/property/details-130220935.html,15
"4 Bedroom Villa For Rent Bosher, Muscat",OMR750,4,6,500 Sq. M.,N/A,Villa,https://www.bayut.om/en/property/details-130304784.html,15
"3 Bedrooms Chalet For Rent in Salalah, Dhofar",OMR80,3,4,600 Sq. M.,"Salalah, Dhofar",Other,https://www.bayut.om/en/property/details-129411750.html,15
"1 Bedroom Apartment For Rent in Ruwi, Muscat",OMR100,1,1,60 Sq. M.,"Ruwi, Muscat",Apartment,https://www.bayut.om/en/property/details-130324030.html,15
"2 Bedrooms Apartment For Rent Al Ghubrah, Muscat",OMR250,2,2,109 Sq. M.,"Al Ghubrah, Muscat",Apartment,https://www.bayut.om/en/property/details-130307183.html,15
"2 Bedrooms Apartment For Rent in Salalah, Dhofar",OMR50,2,3,120 Sq. M.,"Salalah, Dhofar",Apartment,https://www.bayut.om/en/property/details-123154725.html,15
"2 Bedroom Apartment For Rent in Salalah, Dhofar",OMR50,2,3,110 Sq. M.,"Salalah, Dhofar",Apartment,https://www.bayut.om/en/property/details-123512385.html,15
"1 Bedroom Apartment For Rent in Al Khuwair, Muscat",OMR280,1,1,65 Sq. M.,"Al Khuwair, Muscat",Apartment,https://www.bayut.om/en/property/details-129987330.html,15
1 Bedroom Apartment For Rent Muscat (The Wave (Almouj)),OMR700,1,2,63 Sq. M.,N/A,Apartment,https://www.bayut.om/en/property/details-130091834.html,15
"5 Bedroom Villa For Rent in Ansab, Muscat",OMR500,5,6,459 Sq. M.,"Ansab, Muscat",Villa,https://www.bayut.om/en/property/details-130306951.html,15
"4 Bedroom Villa For Rent in Madinat As Sultan Qaboos, Muscat","OMR1,499",4,5,555 Sq. M.,"Madinat As Sultan Qaboos, Muscat",Villa,https://www.bayut.om/en/property/details-130213906.html,15
"1 Bedroom Chalet For Rent Al Mawaleh, Muscat",OMR50,1,1,250 Sq. M.,"Al Mawaleh, Muscat",Other,https://www.bayut.om/en/property/details-129959094.html,15
"2 Bedrooms Apartment For Rent Barr Al Jissah, Muscat",OMR800,2,2,200 Sq. M.,"Barr Al Jissah, Muscat",Apartment,https://www.bayut.om/en/property/details-129605519.html,15
4 Bedrooms Villa For Rent Al Seeb Muscat,OMR550,4,4,325 Sq. M.,"Al Seeb, Muscat",Villa,https://www.bayut.om/en/property/details-130011798.html,15
"2 Bedrooms Apartment For Rent Al Wadi Al Kabir, Muscat",OMR330,2,3,109 Sq. M.,"Al Wadi Al Kabir, Muscat",Apartment,https://www.bayut.om/en/property/details-129673472.html,15
3 Bedrooms Apartment For Rent Bosher - Muscat,OMR950,3,2,139 Sq. M.,"Bosher, Muscat",Apartment,https://www.bayut.om/en/property/details-129681384.html,16
"5 Bedrooms Villa For Rent Madinat As Sultan Qaboos, Muscat","OMR1,400",5,6,459 Sq. M.,N/A,Villa,https://www.bayut.om/en/property/details-129737941.html,16
"2 Bedrooms Apartment For Rent Al Khuwair, Muscat",OMR220,2,2,109 Sq. M.,"Al Khuwair, Muscat",Apartment,https://www.bayut.om/en/property/details-129676543.html,16
"4 Bedroom Villa For Rent in Bosher, Muscat",OMR850,4,5,244 Sq. M.,"Bosher, Muscat",Villa,https://www.bayut.om/en/property/details-129977648.html,16
"1 Bedroom Apartment For Rent Muscat Hills, Muscat",OMR390,1,2,77 Sq. M.,"Muscat Hills, Muscat",Apartment,https://www.bayut.om/en/property/details-130289706.html,16
"5 Bedrooms Villa For Rent Muscat Hills, Muscat","OMR1,250",5,6,425 Sq. M.,"Muscat Hills, Muscat",Villa,https://www.bayut.om/en/property/details-130306938.html,16
"4 Bedrooms Chalet For Rent Al Maabilah, Muscat",OMR80,4,9,"1,600 Sq. M.","Al Maabilah, Muscat",Other,https://www.bayut.om/en/property/details-128479128.html,16
"2 Bedrooms Apartment For Rent Qurum, Muscat",OMR350,2,3,130 Sq. M.,"Qurum, Muscat",Apartment,https://www.bayut.om/en/property/details-130322794.html,16
"8 Bedrooms Villa For Rent Azaiba, Muscat","OMR1,200",8,4,450 Sq. M.,"Azaiba, Muscat",Villa,https://www.bayut.om/en/property/details-129415503.html,16
"5 Bedrooms Villa For Rent in Madinat As Sultan Qaboos, Muscat","OMR1,199",5,7,450 Sq. M.,"Bosher, Muscat",Villa,https://www.bayut.om/en/property/details-130222277.html,16
"7 Bedrooms Villa For Rent in Al Mawaleh, Muscat",OMR800,7,8,500 Sq. M.,"Al Mawaleh, Muscat",Villa,https://www.bayut.om/en/property/details-130303597.html,16
"7 Bedroom Villa For Rent in Qurum, Muscat","OMR1,750",7,6,550 Sq. M.,"Qantab, Muscat",Villa,https://www.bayut.om/en/property/details-129984608.html,16
"6 Bedrooms Villa For Rent in Qurum, Muscat","OMR1,450",6,7,463 Sq. M.,"Qurum, Muscat",Villa,https://www.bayut.om/en/property/details-129980115.html,16
"3 Bedroom Villa For Rent Bosher, Muscat",OMR750,3,4,240 Sq. M.,"Bosher, Muscat",Villa,https://www.bayut.om/en/property/details-129977665.html,16
"8 Bedroom Villa For Rent in Madinat As Sultan Qaboos, Muscat","OMR1,999",8,9,750 Sq. M.,"Madinat As Sultan Qaboos, Muscat",Villa,https://www.bayut.om/en/property/details-130207951.html,16
3 Bedrooms Villa For Rent Muscat (The Wave (Almouj)),"OMR1,150",3,4,356 Sq. M.,N/A,Villa,https://www.bayut.om/en/property/details-130306519.html,16
"6 Bedroom Villa For Rent in Madinat As Sultan Qaboos, Muscat","OMR1,600",6,7,435 Sq. M.,"Madinat As Sultan Qaboos, Muscat",Villa,https://www.bayut.om/en/property/details-129203948.html,16
"6 Bedrooms Villa For Rent Madinat As Sultan Qaboos, Muscat","OMR1,300",6,8,430 Sq. M.,N/A,Villa,https://www.bayut.om/en/property/details-129909656.html,16
"1 Bedroom Apartment For Rent Azaiba, Muscat",OMR150,1,1,140 Sq. M.,"Azaiba, Muscat",Apartment,https://www.bayut.om/en/property/details-129735617.html,16
"1 Bedrooms Apartment For Rent Azaiba, Muscat",OMR250,1,1,80 Sq. M.,"Azaiba, Muscat",Apartment,https://www.bayut.om/en/property/details-130067542.html,16
"2 Bedrooms Chalet For Rent Sumail, Al Dakhiliya",OMR50,2,3,200 Sq. M.,"Sumail, Al Dakhiliya",Other,https://www.bayut.om/en/property/details-129918951.html,16
"3 Bedrooms Villa For Rent Qurum, Muscat","OMR1,200",3,5,300 Sq. M.,"Qurum, Muscat",Villa,https://www.bayut.om/en/property/details-129639805.html,16
"2 Bedroom Villa For Rent in Muscat Hills, Muscat",OMR600,2,2,172 Sq. M.,"Muscat Hills, Muscat",Villa,https://www.bayut.om/en/property/details-130009816.html,16
"2 Bedroom Apartment For Rent in Al Maabilah, Muscat",OMR200,2,3,100 Sq. M.,"Al Maabilah, Muscat",Apartment,https://www.bayut.om/en/property/details-128211364.html,16
"5 Bedrooms Villa For Rent Qurum, Muscat","OMR1,700",5,5,550 Sq. M.,"Qurum, Muscat",Villa,https://www.bayut.om/en/property/details-130306024.html,17
"2 Bedrooms Apartment For Rent Qurum, Muscat",OMR400,2,2,120 Sq. M.,"Qurum, Muscat",Apartment,https://www.bayut.om/en/property/details-130207406.html,17
"3 Bedroom Villa For Rent in Qurum, Muscat",OMR700,3,3,150 Sq. M.,"Qurum, Muscat",Villa,https://www.bayut.om/en/property/details-129850964.html,17
"2 Bedroom Apartment For Rent in Sohar, Al Batinah",OMR100,2,2,100 Sq. M.,"Sohar, Al Batinah",Apartment,https://www.bayut.om/en/property/details-129425737.html,17
"3 Bedrooms Apartment For Rent Ghala, Muscat",OMR350,3,4,180 Sq. M.,"Ghala, Muscat",Apartment,https://www.bayut.om/en/property/details-130303157.html,17
"3 Bedrooms Villa For Rent Al Maabilah, Muscat",OMR400,3,4,680 Sq. M.,"Al Maabilah, Muscat",Villa,https://www.bayut.om/en/property/details-127420092.html,17
"1 Bedroom Apartment For Rent Bosher, Muscat",OMR300,1,2,65 Sq. M.,"Bosher, Muscat",Apartment,https://www.bayut.om/en/property/details-130051470.html,17
"1 Bedroom Apartment For Rent in Bosher, Muscat",OMR300,1,2,63 Sq. M.,"Bosher, Muscat",Apartment,https://www.bayut.om/en/property/details-130051436.html,17
"3 Bedroom Apartment For Rent Al Khoud, Muscat",OMR200,3,3,100 Sq. M.,"Al Khoud, Muscat",Apartment,https://www.bayut.om/en/property/details-129742044.html,17
"5 Bedrooms Villa For Rent in Al Mawaleh, Muscat",OMR500,5,5,451 Sq. M.,"Al Mawaleh, Muscat",Villa,https://www.bayut.om/en/property/details-130037924.html,17
"7 Bedroom Villa For Rent in Madinat As Sultan Qaboos, Muscat","OMR1,499",7,8,650 Sq. M.,"Madinat As Sultan Qaboos, Muscat",Villa,https://www.bayut.om/en/property/details-129749255.html,17
"3 Bedrooms Apartment For Rent in Al Ghubrah, Muscat",OMR450,3,3,250 Sq. M.,"Al Ghubrah, Muscat",Apartment,https://www.bayut.om/en/property/details-127448599.html,17
"4 Bedrooms Villa For Rent Ruwi, Muscat",OMR350,4,4,170 Sq. M.,"Ruwi, Muscat",Villa,https://www.bayut.om/en/property/details-128805144.html,17
"3 Bedroom Apartment For Rent in Darsait, Muscat",OMR300,3,3,160 Sq. M.,"Darsait, Muscat",Apartment,https://www.bayut.om/en/property/details-129956832.html,17
"7 Bedroom Villa For Rent in Qurum, Muscat","OMR2,299",7,8,658 Sq. M.,"Qurum, Muscat",Villa,https://www.bayut.om/en/property/details-130299453.html,17
"5 Bedrooms Villa For Rent Qantab, Muscat","OMR1,699",5,6,456 Sq. M.,"Qantab, Muscat",Villa,https://www.bayut.om/en/property/details-130299469.html,17
"5 Bedroom Villa For Rent in Madinat As Sultan Qaboos, Muscat",OMR699,5,6,289 Sq. M.,"Madinat As Sultan Qaboos, Muscat",Villa,https://www.bayut.om/en/property/details-130299470.html,17
7 Bedroom Villa For Rent Madinat As Sultan Qaboos Muscat,"OMR1,899",7,9,590 Sq. M.,N/A,Villa,https://www.bayut.om/en/property/details-130299471.html,17
"1 Bedroom Apartment For Rent Al Khoud, Muscat",OMR230,1,2,90 Sq. M.,"Ghala, Muscat",Apartment,https://www.bayut.om/en/property/details-129974728.html,17
"4 Bedrooms Villa For Rent Bosher, Muscat",OMR850,4,5,275 Sq. M.,"Bosher, Muscat",Villa,https://www.bayut.om/en/property/details-129901597.html,17
"1 Bedroom Apartment For Rent Madinat As Sultan Qaboos, Muscat",OMR400,1,2,11 Sq. M.,N/A,Apartment,https://www.bayut.om/en/property/details-130051640.html,17
3 Bedroom Apartment For Rent Qurum Muscat,OMR500,3,3,200 Sq. M.,"Qurum, Muscat",Apartment,https://www.bayut.om/en/property/details-130305374.html,17
"2 Bedrooms Apartment For Rent Muscat Hills, Muscat",OMR380,2,3,150 Sq. M.,"Muscat Hills, Muscat",Apartment,https://www.bayut.om/en/property/details-130298534.html,17
5 Bedrooms Villa For Rent The Wave (Almouj) Muscat,"OMR1,800",5,5,10 Sq. M.,N/A,Villa,https://www.bayut.om/en/property/details-130229039.html,17
"2 Bedrooms Apartment For Rent Al Duqum, Al Wusta",OMR175,2,2,15 Sq. M.,"Al Duqum, Al Wusta",Apartment,https://www.bayut.om/en/property/details-130257649.html,18
"2 Bedrooms Apartment For Rent Al Ghubrah, Muscat",OMR220,2,2,100 Sq. M.,"Al Ghubrah, Muscat",Apartment,https://www.bayut.om/en/property/details-105501120.html,18
"2 Bedrooms Apartment For Rent Al Maabilah, Muscat",OMR140,2,2,88 Sq. M.,"Al Maabilah, Muscat",Apartment,https://www.bayut.om/en/property/details-130303303.html,18
3 Bedrooms Villa For Rent Madinat As Sultan Qaboos Muscat,OMR555,3,3,300 Sq. M.,N/A,Villa,https://www.bayut.om/en/property/details-130213797.html,18
4 Bedrooms Apartment For Rent in The Wave (Almouj) Muscat,"OMR1,200",4,4,145 Sq. M.,The Wave (Almouj) Muscat,Apartment,https://www.bayut.om/en/property/details-130304579.html,18
"5 Bedrooms Villa For Rent Qurum, Muscat","OMR1,250",5,6,410 Sq. M.,"Qurum, Muscat",Villa,https://www.bayut.om/en/property/details-129980121.html,18
"3 Bedroom Apartment For Rent Madinat As Sultan Qaboos, Muscat",OMR850,3,4,159 Sq. M.,N/A,Apartment,https://www.bayut.om/en/property/details-130191345.html,18
2 Bedroom Apartment For Rent Al Maabilah Muscat,OMR220,2,3,100 Sq. M.,"Al Maabilah, Muscat",Apartment,https://www.bayut.om/en/property/details-130056540.html,18
"5 Bedrooms Villa For Rent Madinat As Sultan Qaboos, Muscat","OMR2,000",5,7,550 Sq. M.,N/A,Villa,https://www.bayut.om/en/property/details-130306828.html,18
"4 Bedroom Apartment For Rent in The Wave (Almouj), Muscat","OMR1,199",4,4,168 Sq. M.,"The Wave (Almouj), Muscat",Apartment,https://www.bayut.om/en/property/details-130299457.html,18
"3 Bedroom Apartment For Rent in Al Maabilah, Muscat",OMR50,3,3,100 Sq. M.,"Al Maabilah, Muscat",Apartment,https://www.bayut.om/en/property/details-127619172.html,18
2 Bedrooms Apartment For Rent The Wave (Almouj) Muscat,OMR700,2,2,105 Sq. M.,N/A,Apartment,https://www.bayut.om/en/property/details-130010775.html,18
"2 Bedroom Apartment For Rent in Darsait, Muscat",OMR210,2,3,85 Sq. M.,"Darsait, Muscat",Apartment,https://www.bayut.om/en/property/details-130300026.html,18
5 Bedrooms Villa For Rent Madinat As Sultan Qaboos,"OMR1,349",5,6,678 Sq. M.,N/A,Villa,https://www.bayut.om/en/property/details-130043690.html,18
"Studio Apartment For Rent in Bosher, Muscat",OMR350,N/A,1,53 Sq. M.,"Bosher, Muscat",Apartment,https://www.bayut.om/en/property/details-130102733.html,18
"5 Bedroom Villa For Rent in Azaiba, Muscat",OMR630,5,5,350 Sq. M.,"Azaiba, Muscat",Villa,https://www.bayut.om/en/property/details-129436369.html,18
"2 Bedrooms Apartment For Rent Al Hail, Muscat",OMR140,2,2,90 Sq. M.,"Al Hail, Muscat",Apartment,https://www.bayut.om/en/property/details-127367448.html,18
"2 Bedrooms Apartment For Rent Azaiba, Muscat",OMR240,2,2,100 Sq. M.,"Azaiba, Muscat",Apartment,https://www.bayut.om/en/property/details-110325987.html,18
"2 Bedroom Apartment For Rent in Azaiba, Muscat",OMR350,2,3,120 Sq. M.,"Azaiba, Muscat",Apartment,https://www.bayut.om/en/property/details-129415977.html,18
"2 Bedroom Apartment For Rent in Salalah, Dhofar",OMR340,2,1,87 Sq. M.,"Salalah, Dhofar",Apartment,https://www.bayut.om/en/property/details-120014932.html,18
"1 Bedroom Apartment For Rent in Bosher, Muscat",OMR415,1,2,59 Sq. M.,"Bosher, Muscat",Apartment,https://www.bayut.om/en/property/details-130307151.html,18
2 Bedrooms Apartment For Rent Al Khuwair Muscat,OMR270,2,2,105 Sq. M.,"Al Khuwair, Muscat",Apartment,https://www.bayut.om/en/property/details-129948099.html,18
"2 Bedroom Apartment For Rent in Azaiba, Muscat",OMR360,2,2,109 Sq. M.,"Azaiba, Muscat",Apartment,https://www.bayut.om/en/property/details-130300809.html,18
"3 Bedroom Apartment For Rent in The Wave (Almouj), Muscat",OMR900,3,3,200 Sq. M.,"The Wave (Almouj), Muscat",Apartment,https://www.bayut.om/en/property/details-130300358.html,18
2 Bedroom Apartment For Rent Ghala Muscat,OMR400,2,4,120 Sq. M.,"Bosher, Muscat",Apartment,https://www.bayut.om/en/property/details-130300189.html,19
"4 Bedrooms Villa For Rent Al Ghubrah, Muscat",OMR600,4,4,300 Sq. M.,"Al Ghubrah, Muscat",Villa,https://www.bayut.om/en/property/details-130212508.html,19
"3 Bedrooms Apartment For Rent Al Khuwair, Muscat",OMR300,3,3,163 Sq. M.,"Al Khuwair, Muscat",Apartment,https://www.bayut.om/en/property/details-130090251.html,19
"2 BHK Apartment For Rent Ruwi, Muscat",OMR210,2,2,109 Sq. M.,"Ruwi, Muscat",Apartment,https://www.bayut.om/en/property/details-130090275.html,19
"2 Bedroom Apartment For Rent in Al Ghubrah, Muscat",OMR600,2,3,109 Sq. M.,"Al Ghubrah, Muscat",Apartment,https://www.bayut.om/en/property/details-130306955.html,19
"3 Bedrooms Apartment For Rent Qurum, Muscat",OMR500,3,3,109 Sq. M.,"Qurum, Muscat",Apartment,https://www.bayut.om/en/property/details-129673012.html,19
"2 Bedroom Apartment For Rent Al Khuwair, Muscat",OMR300,2,3,119 Sq. M.,"Al Khuwair, Muscat",Apartment,https://www.bayut.om/en/property/details-129676419.html,19
"2 Bedroom Villa For Rent in Salalah, Dhofar",OMR95,2,3,188 Sq. M.,"Salalah, Dhofar",Villa,https://www.bayut.om/en/property/details-130293358.html,19
2 Bedrooms Apartment For Rent Salalah Dhofar,OMR50,2,2,90 Sq. M.,"Salalah, Dhofar",Apartment,https://www.bayut.om/en/property/details-112144819.html,19
"4 Bedrooms Villa For Rent Al Ghubrah, Muscat",OMR850,4,3,309 Sq. M.,"Al Ghubrah, Muscat",Villa,https://www.bayut.om/en/property/details-130051589.html,19
"Residential Land For Rent in Al Maabilah, Muscat",OMR300,N/A,N/A,660 Sq. M.,"Al Maabilah, Muscat",Other,https://www.bayut.om/en/property/details-130000510.html,19
"1 Bedroom Apartment For Rent Mutrah, Muscat",OMR140,1,1,75 Sq. M.,"Mutrah, Muscat",Apartment,https://www.bayut.om/en/property/details-130212147.html,19
"2 Bedroom Apartment For Rent in Al Khuwair, Muscat",OMR300,2,2,125 Sq. M.,"Al Khuwair, Muscat",Apartment,https://www.bayut.om/en/property/details-130023828.html,19
"1 Bedroom Apartment For Rent Al Khuwair, Muscat",OMR280,1,1,70 Sq. M.,"Al Khuwair, Muscat",Apartment,https://www.bayut.om/en/property/details-129835376.html,19
"2 Bedroom Apartment For Rent in Al Ghubrah, Muscat",OMR200,2,2,100 Sq. M.,"Al Ghubrah, Muscat",Apartment,https://www.bayut.om/en/property/details-128306779.html,19
"2 Bedrooms Apartment For Rent Muscat Hills, Muscat",OMR550,2,3,115 Sq. M.,"Muscat Hills, Muscat",Apartment,https://www.bayut.om/en/property/details-130191952.html,19
2 Bedroom Apartment For Rent Muscat (The Wave (Almouj)),"OMR1,199",2,2,145 Sq. M.,N/A,Apartment,https://www.bayut.om/en/property/details-130299455.html,19
"3 Bedroom Apartment For Rent Qantab, Muscat",OMR150,3,3,110 Sq. M.,"Qantab, Muscat",Apartment,https://www.bayut.om/en/property/details-126488588.html,19
"2 Bedrooms Chalet For Rent Al Masn'a, Al Batinah",OMR60,2,4,"1,200 Sq. M.","Al Masn'a, Al Batinah",Other,https://www.bayut.om/en/property/details-128776940.html,19
"2 Bedrooms Apartment For Rent in Al Duqum, Al Wusta",OMR110,2,2,150 Sq. M.,"Al Duqum, Al Wusta",Apartment,https://www.bayut.om/en/property/details-130322308.html,19
"3 Bedrooms Apartment For Rent Al Amarat, Muscat",OMR160,3,4,170 Sq. M.,"Al Amarat, Muscat",Apartment,https://www.bayut.om/en/property/details-111188548.html,19
"2 Bedroom Apartment For Rent The Wave (Almouj), Muscat",OMR749,2,2,135 Sq. M.,N/A,Apartment,https://www.bayut.om/en/property/details-130299458.html,19
"1 Bedroom Apartment For Rent Al Ghubrah, Muscat",OMR130,1,1,25 Sq. M.,"Al Ghubrah, Muscat",Apartment,https://www.bayut.om/en/property/details-129840926.html,19
"7 Bedroom Villa For Rent in The Wave (Almouj), Muscat","OMR3,200",7,8,509 Sq. M.,"The Wave (Almouj), Muscat",Villa,https://www.bayut.om/en/property/details-129975339.html,19
"2 Bedrooms Apartment For Rent in Al Duqum, Al Wusta",OMR150,2,2,750 Sq. M.,"Al Duqum, Al Wusta",Apartment,https://www.bayut.om/en/property/details-128533263.html,20
"1 Bedroom Apartment For Rent in Azaiba, Muscat",OMR160,1,1,50 Sq. M.,"Al Khuwair, Muscat",Apartment,https://www.bayut.om/en/property/details-129984276.html,20
"3 Bedrooms Villa For Rent The Wave (Almouj), Muscat",OMR600,3,2,128 Sq. M.,N/A,Villa,https://www.bayut.om/en/property/details-129890971.html,20
"2 Bedroom Villa For Rent in Al Sifah, Muscat",OMR99,2,4,850 Sq. M.,"Al Sifah, Muscat",Villa,https://www.bayut.om/en/property/details-129247467.html,20
"6 Bedroom Villa For Rent in Azaiba, Muscat",OMR900,6,7,399 Sq. M.,"Azaiba, Muscat",Villa,https://www.bayut.om/en/property/details-129776678.html,20
"4 Bedrooms Villa For Rent Madinat As Sultan Qaboos, Muscat",OMR800,4,3,300 Sq. M.,N/A,Villa,https://www.bayut.om/en/property/details-130292988.html,20
4 bhk very beautiful villa for rent located al maabella,OMR475,2,4,400 Sq. M.,"Al Hail, Muscat",Other,https://www.bayut.om/en/property/details-128245181.html,20
fully furnished villa close to the beach located hail north,OMR750,4,6,350 Sq. M.,"Al Hail, Muscat",Other,https://www.bayut.om/en/property/details-128257505.html,20
"2 Bedrooms Apartment For Rent in Taqah, Dhofar",OMR50,2,2,80 Sq. M.,"Taqah, Dhofar",Apartment,https://www.bayut.om/en/property/details-127377218.html,20
1 Bedroom Apartment For Rent Al Khuwair Muscat,OMR130,1,1,40 Sq. M.,"Al Khuwair, Muscat",Apartment,https://www.bayut.om/en/property/details-128998102.html,20
"4 Bedrooms Villa For Rent in Azaiba, Muscat",OMR600,4,4,200 Sq. M.,"Azaiba, Muscat",Villa,https://www.bayut.om/en/property/details-130210131.html,20
"4 Bedrooms Apartment For Rent Al Khuwair, Muscat",OMR450,4,3,260 Sq. M.,"Al Khuwair, Muscat",Apartment,https://www.bayut.om/en/property/details-129877069.html,20
"2 Bedrooms Apartment For Rent Sur, Al Sharqiya",OMR230,2,2,400 Sq. M.,"Sur, Al Sharqiya",Apartment,https://www.bayut.om/en/property/details-129893052.html,20
"2 Bedrooms Apartment For Rent in Ghala, Muscat",OMR260,2,3,100 Sq. M.,"Ghala, Muscat",Apartment,https://www.bayut.om/en/property/details-122565500.html,20
"3 Bedroom Villa For Rent in Qurum, Muscat","OMR1,200",3,5,300 Sq. M.,"Qurum, Muscat",Villa,https://www.bayut.om/en/property/details-130015592.html,20
"1 Bedroom Apartment For Rent in Al Ghubrah, Muscat",OMR750,1,2,59 Sq. M.,"Al Ghubrah, Muscat",Apartment,https://www.bayut.om/en/property/details-130292299.html,20
1 Bedroom Apartment For Rent Muscat - Other,OMR395,1,2,69 Sq. M.,"Muscat - Other, Muscat",Apartment,https://www.bayut.om/en/property/details-125555676.html,20
Studio Apartment For Rent Al Khuwair Muscat,OMR230,N/A,1,70 Sq. M.,"Al Khuwair, Muscat",Apartment,https://www.bayut.om/en/property/details-110170903.html,20
"2 Bedrooms Apartment For Rent Al Ghubrah, Muscat",OMR350,2,2,120 Sq. M.,"Al Ghubrah, Muscat",Apartment,https://www.bayut.om/en/property/details-122534206.html,20
"1 Bedroom Apartment For Rent Al Ghubrah, Muscat",OMR300,1,2,100 Sq. M.,"Al Ghubrah, Muscat",Apartment,https://www.bayut.om/en/property/details-120080582.html,20
"1 Bedroom Apartment For Rent in Ruwi, Muscat",OMR150,1,2,100 Sq. M.,"Ruwi, Muscat",Apartment,https://www.bayut.om/en/property/details-128961480.html,20
1 Bedroom Apartment For Rent Salalah Dhofar,OMR55,1,1,84 Sq. M.,"Salalah, Dhofar",Apartment,https://www.bayut.om/en/property/details-130254208.html,20
1 Bedroom Apartment For Rent Muscat (The Wave (Almouj)),OMR540,1,1,87 Sq. M.,N/A,Apartment,https://www.bayut.om/en/property/details-129491059.html,20
"5 Bedrooms Villa For Rent in Madinat As Sultan Qaboos, Muscat","OMR1,599",5,7,454 Sq. M.,"Madinat As Sultan Qaboos, Muscat",Villa,https://www.bayut.om/en/property/details-129552383.html,20
"6 Bedroom Villa For Rent Qurum, Muscat","OMR1,200",6,8,10 Sq. M.,"Qurum, Muscat",Villa,https://www.bayut.om/en/property/details-130061501.html,21
"5 Bedroom Villa For Rent in Qantab, Muscat","OMR1,750",5,6,555 Sq. M.,"Qantab, Muscat",Villa,https://www.bayut.om/en/property/details-130289884.html,21
"Residential Land For Rent in Al Rusayl, Muscat","OMR48,000",N/A,N/A,650 Sq. M.,"Al Rusayl, Muscat",Other,https://www.bayut.om/en/property/details-130054347.html,21
"8 Bedroom Villa For Rent in Azaiba, Muscat","OMR2,500",8,9,700 Sq. M.,"Azaiba, Muscat",Villa,https://www.bayut.om/en/property/details-129415498.html,21
"3 Bedroom Apartment For Rent Madinat As Sultan Qaboos, Muscat",OMR850,3,3,135 Sq. M.,N/A,Apartment,https://www.bayut.om/en/property/details-130095331.html,21
